mangaId,title,img,latestChapter,rating,src,description,authors
manga-nd964760,Tactics Ogre,/mangaimage/manga-nd964760.jpg,Vol.2 Chapter 7 : Promise,5.0,/manga/manga-nd964760,Based on homonymous video game,Matsuba Hiro
manga-fh959716,Desupai,/mangaimage/manga-fh959716.jpg,Vol.1 Chapter 8.5 : Nana-Chan Scrambles!,5.0,/manga/manga-fh959716,"Gambling. Mahjong. Death. These are the themes of this fast-paced, undercover-agent-style manga where outrageous life-or-death gambles are made daily occurences and insurmountable odds are overcome. The most hardcore, action-packed mahjong manga you will ever see.",Shimamoto Kazuhiko
manga-gw983879,The Red Eyed Girl,/mangaimage/manga-gw983879.jpg,Chapter 1,4.6,/manga/manga-gw983879,The Red Eyed Girl Comics Online. This is the story of a girl who gets powers once her eyes turned red when she was only 8 which made people to assume she was an evil demon as some of the old stories they believe in claim and since then they caused her many problems. The girl being fed up with all they did to her gets determined to help people with her powers to prove everyone was wrong all along about her and at one moment she ends up saving a boy’s life who later becomes her crush and she starts developing feelings for him.,Updating
manga-gu954655,Shixiong,/mangaimage/manga-gu954655.jpg,Chapter 5-V.2,4.25,/manga/manga-gu954655,"From The Faiien Scans:Protagonist XiaoFei used to be an ordinary guy from H city. After the spring water was contaminated with a virus, however, he unexpectedly encountered an unprecedented crisis. The people living in H City became zombies one by one, devouring each other, and gradually evolving. Can XiaoFei escape from H city and meet up with his girlfriend Wei? The story now begins...",七度鱼(Qiduyu) [Add]
manga-zx959106,Kidou Senshi Gundam Seed X Astray,/mangaimage/manga-zx959106.jpg,Chapter 6 : -10 Read Online,5.0,/manga/manga-zx959106,"From TokyoPop:After having finished a job at Research Colony Mendel, a mysterious mobile suit approaches the colony--likely with hostile intent. When Lowe Gear intercepts in the Red Frame, the pilot opens fire... and thus begins another exciting adventure set in the popular Gundam Seed universe! Mobile Suit Gundam SEED X Astray continues where Gundam Seed Astray R left off!",Chiba Tomohiro
manga-su995377,Akuma No Yuusha,/mangaimage/manga-su995377.jpg,Vol.1 Chapter 11: Bonus Chapter,2.2,/manga/manga-su995377,Great duke of hell's son was summoned from the hell and now he has become a superhero. He has to eradicate crime from city. But who was the summoner?!,Anipenciller
manga-wg1000015,The World Of That Otome Game Is Tough For Us,/mangaimage/manga-wg1000015.jpg,Chapter 3: Storm On The Horizon,4.67,/manga/manga-wg1000015,"Leon was reincarnated in the world of an otome game that he was forced by his sister to conquer just before his death. He tried to live a peaceful life as a mob character, but he encountered a scene where a female student ignored the flow of the story and tried to become the main character. Leon ended up seizing Marie, a girl who had a similar atmosphere to his sister from his previous life, and succeeded in thwarting the scheme. It should have have been the right choice... but why was he feeling uneasy about it?",Fukuhara Renji
manga-ou966129,Oniwaka To Ushiwaka - Edge Of The World,/mangaimage/manga-ou966129.jpg,Chapter 6 : Taira S Leader,5.0,/manga/manga-ou966129,"Set during the late Heian era eight centuries ago, when the Taira samurai clan held power and just before the rise of the shogunate in Japan. This historical fantasy re-imagines the adventures of the real-life samurai leader Minamoto no Yoshitsune (Ushiwaka) and his loyal warrior monk Musashibou Benkei (Oniwaka).",Aoki Yuuya
manga-hm984569,The Idolm@ster Cinderella Girls - Wild Wind Girl,/mangaimage/manga-hm984569.jpg,Chapter 4: Bring On The Lessons!,4.7,/manga/manga-hm984569,"Mukai Takumi is the head of her own Motorcycle Gang, but a chance encounter with a certain person ends up leading her down the path of becoming an Idol.A manga spin off of the IDOLM@STER Cinderella Girls series of games starring the Delinquent turned Idol, Mukai Takumi.",Bandai Namco
manga-lg962989,Neung Neung,/mangaimage/manga-lg962989.jpg,Chapter 6,5.0,/manga/manga-lg962989,Original webcomic,Bboonggg
manga-gp983772,Demon Express Delivery,/mangaimage/manga-gp983772.jpg,Chapter 1.2: Demon Prince Enma,3.13,/manga/manga-gp983772,"Four grown demons (Enma, Yukihime, Kapaeru, and Grandpa Chapeauji) are part of a Yokai-Patrol searching for demons that have escaped from Hell into the human world. They form the group known as the Enma Detective Agency as a cover for their activities.",Go Nagai
manga-ur998152,Blade Of The Phantom Master,/mangaimage/manga-ur998152.jpg,Chapter 14,4.67,/manga/manga-ur998152,"""What is about to happen is mere coincidence. Never dream for such miracle to reoccur."" After the ancient kingdom ‘Jyushin’ has perished, the only surviving secret royal inspector Munsu travels about the world, judging the evil.    Link:  (https://www.animenewsnetwork.com/encyclopedia/anime.php?id=5182) (anime)",Youn In-Wan
manga-vl998846,Alicia Y,/mangaimage/manga-vl998846.jpg,Vol.1 Chapter 13.2: Alicia Y 20Th Anniversary Bonus Comic,4.63,/manga/manga-vl998846,"Alicia Y summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Alicia Y. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Gotoh Juan
manga-ri994891,Ssam Bbak,/mangaimage/manga-ri994891.jpg,Chapter 61,4.11,/manga/manga-ri994891,"In Macheon/Incheon, there is an old rumor. Rumor has it that this school is a gangster training ground. Of course, it's still just a rumor.",Neoman
manga-le989139,Burial Sword Art,/mangaimage/manga-le989139.jpg,Chapter 22,3.75,/manga/manga-le989139,"Due to the greed and wicked desires of the human heart, a huge evil force is formed. This power was absorbed by the demon king who was originally sealed under the Kunlun Mountains. All kinds of demons gradually awakened from the sealed land. They broke the agreement made after the battle of the fairy and demons six hundred years ago and was a disaster for the world. For this reason, Lu Qingchuan, the young master of Buried Jianmen, went down the mountain to eliminate demons and went to school in a private high school in G City. Started out on a funny and bumpy journey of slaying demons and finding salvation.",You Several Springs
manga-am956647,Video Girl Ai,/mangaimage/manga-am956647.jpg,Vol.15 Chapter 131.3 : End,4.59,/manga/manga-am956647,"Japanese teenager Yota Moteuchi has a problem, he's in love with his classmate Moemi, but can't bring himself to ask her out. Even with the help of his friend and high school heart-throb Takashi, his reputation as the dateless wonder and his lack of courage are a curse that seems impossible to overcome. Now, in the midst of the all-too-short winter vacation from school, Yota sees his chance to win Moemi's heart. Little does he know that his fate waits just around the corner, and the name of the one who will change his life is... Ai.",Katsura Masakazu
manga-qv967956,Shoujo Sect,/mangaimage/manga-qv967956.jpg,Vol.2 Chapter 10,4.47,/manga/manga-qv967956,"The storyline revolves around Momoko Naitou and the key protagonists Shinobu Handa. They understand each other since childhood and Shinobu fell in-love from the very first day they fulfilled with Momoko. Now registered within an all-girl high-school, days gone by has been forgotten about by Momoko, but Shinobu hasn't. Shinobu still expects for Momoko to recall their assurance from long ago, although both follow their particular manners.CharactersShinobu Handa(Manga Based) Shinobu is among the key characters of the tale. She creating her way on earth or does not have any trouble with cash. She's a bourgeois-only-child. She adores girls no matter age. With reference to sleeping in class, usually being a delinquent arriving late and a failure mark, she's ahead of the curve. Nevertheless, it appears that she was once an ideal pupil right out of some picture. She's in-love with Momoko Naitou the most although Shinobu is involved with a harem with the majority of her schoolmates.Momoko NaitouThe primary character of the show. Momoko is an associate of the disciplinary committee of the school's that's a responsibility that she frequently sets her at odds with Shinobu and takes very significantly. She's quite gluttonous (although she never seems to gain any fat), irritable, and has almost no tolerance for other people's jokes (although she's revealed to really have a mischievous aspect of her own). She's kind to her school mates, nevertheless, which makes her quite popular. Momoko constantly wears a somewhat powerful-smelling cologne which often gives her existence away before she causes it to be understood. Several years prior to the show she first met with Shinobu in a park when they both were quite young. Shinobu and Momoko inturn gave her a biscuit and a kiss, respectively. This meeting left Shinobu for Momoko with heavy feelings of love, although Momoko doesn't recall in any way. After recognizing that Shinobu is really kind and really adores her, Momoko finds it difficult to warm up to Shinobu due to the promiscuity of the latter, but afterwards reciprocates her feelings. She even hits on an upperclassman, who'd pushed herself on Shinobu, which triggered the upperclassman hitting on her head right against a fire-extinguisher leaving her unconscious.",Kurogane Ken
manga-el981368,Choukadou Girl 1/6,/mangaimage/manga-el981368.jpg,Vol.4 Chapter 45: Show Me Your Universe,4.84,/manga/manga-el981368,"Bouida Haruto, a hardcore otaku with no interest in 3D (real) women, once appreciated figures from afar, accepting that ""if you get into them, there's no turning back."" However, when Nona, a character he loved from an anime called ""Girls→Planetary Investigation"" had a figure of her released, he ended up purchasing it. And then that night, the figure of Nona somehow came to life, and a couple-like lifestyle between man and toy began.",Oyster
manga-qk993619,Interpreter Of The Outer Gods,/mangaimage/manga-qk993619.jpg,Chapter 15,4.68,/manga/manga-qk993619,"Interpreter of the Outer Gods: Dissatisfied with the power of the strongest god Azathoth, the seven gods joined forces to betray Azathoth.After seizing the right to rule the continent of Shumulias, they worked together to eliminate the existing record of Azathoth.Unwilling to be resigned, the soul of Azathoth drifted to the earth and found Xu San, a man who was oppressed although he had wisdom but no force.Appreciating Xu San's actions and believing that he can help his revenge, Azathoth signed a contract with Xu San, allowing Xu San to become his own interpreter, combining force and wisdom, and launching revenge against the betrayed Seven Gods!",汇聚点漫画
manga-ql994294,Unparalleled,/mangaimage/manga-ql994294.jpg,Chapter 12,4.04,/manga/manga-ql994294,"Chen Daolin was only trying to enjoy his noodles, but he suddenly found himself in another worldExcited about the dangerous new world, he decided to become its unparalleled heroFollow Chen Daolin's journey as he discovers the secret of the Tulip family's descendant",Changsha Angel Culture Co.
manga-mo963849,Togari Shiro,/mangaimage/manga-mo963849.jpg,Chapter 18 [End],4.53,/manga/manga-mo963849,Togari continues the story of Tobei as he continues to rid of 108 sins to free himself from hell.This is the sequel to Togari,Natsume Yoshinori
manga-zh976516,Blue Phobia,/mangaimage/manga-zh976516.jpg,Chapter 18: Blue Justice [End],4.66,/manga/manga-zh976516,Winner of Shinman GP 2017.,Eri Tsuruyoshi
manga-xo1000397,I Became The Youngest Prince In The Novel,/mangaimage/manga-xo1000397.jpg,Chapter 33,4.75,/manga/manga-xo1000397,"I Became the Youngest Prince in the Novel summary is updating. Come visit MangaNato.com sometime to read the latest chapter of I Became the Youngest Prince in the Novel. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Moon Jongho
manga-vz972708,Onideka,/mangaimage/manga-vz972708.jpg,"Vol.7 Chapter 34: I'm Here, Thanks To Everyone",4.22,/manga/manga-vz972708,"Kiryuin Hanasei is the idol of her school. But when she suddenly becomes a giantess, she is forced to return to her old ways in order to protect her city.",Yatera Keita
manga-jj951366,Cyborg 009,/mangaimage/manga-jj951366.jpg,Chapter 114 : Sugar Pyramid,4.7,/manga/manga-jj951366,"From TokyoPop (based on volume 1):The World at the Brink of Self-AnnihilationThe nuclear age has brought with it the arms race, which has led to the advent of weapons powerful enough to destroy the world itself several times over. Unwilling to take the plunge into Armageddon, the world powers, in league with a group known only as the Black Ghost, have developed super soldiers known as the Cyborgs, designed to fight the wars of the world in space. Unfortunately, the Black Ghost didn't ask the Cyborgs how they felt about their role in the new world order.This classic work from manga legend Shotaro Ishinomori (Masked Rider) not only told a thrilling tale set against a backdrop of Cold War tensions, but it also helped define the genre of super team stories such as Battle of the Planets, Voltron, and The Power Rangers.",Ishinomori Shotaro
manga-dq980699,Soloist Of The Prison,/mangaimage/manga-dq980699.jpg,Vol.2 Chapter 10,4.83,/manga/manga-dq980699,"In a prison so big that it is called a city, all sorts of criminals have been amassed. Due to the inescapable walls, the population only continues to grow. Within are a pair of siblings - a young girl and a recently born boy. What will be their fate in this desolate, cold city...? A story of hope and struggle begins.",Moriya Shiro
manga-pf966488,Kowashiya Gamon,/mangaimage/manga-pf966488.jpg,Vol.1 Chapter 6 : No More Time,4.64,/manga/manga-pf966488,"What will be happen if a clumsy high school boy suddenly becomes the head of a company whose job is to demolish anything but with the use of ""martial arts.""Having no choice but to take over his father's company since he went missing, Gamon needs to keep the family business running or else since he now has to support his three younger sisters. What will the future hold for Gamon the Demolition Man?",Fujiki Shun
manga-lf963188,Tribal 12,/mangaimage/manga-lf963188.jpg,Vol.2 Chapter 7 : The Master,5.0,/manga/manga-lf963188,"The world changed because one girl lost the one dearest to her. The grief-stricken girl kept searching for a way to bring him back to her, eventually became a scientist, creating a substance that looked to have promising results.That substance was ‘Metaphysic particles’ which could transform mankind’s wildest dreams into reality, wondrous particles that could smash the divide between the spirit and the being.But a grave error occurred in the research before it reached completion, and the Metaphysic particles were spread throughout the world. Incredible occurrences were happening throughout the world.‘Monsters’ which preyed on humans appeared, recognized by the masses to be a consequence of the Metaphysic particles. It appeared to them to be the girl’s fault, and they ostracized her, calling her ‘The Witch’.But from the masses emerged people who could use the Metaphysic particles to do battle with the monsters, Knights of Justice who transformed their beliefs into magical creatures to defeat the monsters. Using the twelve devices ‘Accessories’ that could magnify these beliefs, they became known as ‘12’This is a story of a world where dreams become reality…",Osada Yu-Ko
manga-ft982802,Starlight Wizards,/mangaimage/manga-ft982802.jpg,Vol.1 Chapter 11,4.71,/manga/manga-ft982802,"Starlight Wizards summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Starlight Wizards. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Ritsu Takagi
manga-ph966990,Hana No Asukagumi!,/mangaimage/manga-ph966990.jpg,Vol.02 Chapter 2,5.0,/manga/manga-ph966990,"The story of Kuraku Asuka, a tough junior high student who gets involved with the gang scene in the Kabuki Chou Ichibangai, a rough area of Tokyo. (from Lililicious)",Takaguchi Satosumi
manga-nn965048,Heroman,/mangaimage/manga-nn965048.jpg,Vol.1 Chapter 3 : New Comer,4.8,/manga/manga-nn965048,"Joey wants to be a hero, but he's just an orphan who works day and night to take care of himself and his grandmother. After seeing a commercial for a toy robot, he desperately wants one, thinking the robot will give him the strength to change. The only one he manages to get, is a broken toy tossed aside by a school bully. But later on, he manages to fix it, and name it ""Heroman."" Later on, while walking home, he witnesses Rina (the pretty cheerleader that's always been nice to him) getting kidnapped. Joey tried to intervene, but the kidnapper knocks him aside with ease. Filled with Anguish, Joey grabs Heroman and scream that he wants to be able to change. At that moment, Heroman's controller changes, latches to Joey's arm, and Heroman become a large robot that only Joey can command...",Stan Lee & Bones
manga-ln962622,Traumeister,/mangaimage/manga-ln962622.jpg,Vol.1 Chapter 4 : First Battle,5.0,/manga/manga-ln962622,"Hika Souma, called Picasso by friends, is 17 and still without a girlfriend after being dumped 13 times. One day, a pretty girl who later introduces herself as Sujata drags him out from a moving train, and with her unwanted assistance, his childhood trauma toward demons (oni) takes the form of a real demon summoned out from his body.",Nakayama Atsushi
manga-ks987801,Battling Emperor,/mangaimage/manga-ks987801.jpg,Chapter 1,4.43,/manga/manga-ks987801,What rises will eventually fall. That goodwill eventually is broken. Everything under the sun is false. I came from the darkness with,二次元动漫
manga-vn961296,Satan From Beyond The Sky,/mangaimage/manga-vn961296.jpg,Chapter 3 : Lonely Expert,5.0,/manga/manga-vn961296,"From Null: Satan from Beyond the Sky is a Chinese comic by Shao Jie. Satan is in command of an infamous assassination team, Hell. Di Wu Tian is the Master of Peaceful Manor, possessing a mysterious power. These two heroes lead so different lives, yet they have more in common than one would expect. What does Fate have in store for them? Please read to find out!",Shao Jie
manga-ob965810,Shinbuki,/mangaimage/manga-ob965810.jpg,Chapter 1 : Tensaiji,4.8,/manga/manga-ob965810,"Souma Kenichi is in a bit of a pickle. A group of thugs has cornered him on the side of the road and seem very intent on his life. Desperately fighting them off with the longsword he can summon at will, he is saved when a famous teacher of the Miyazaki School and his student intervene on Souma's behalf.Confused but grateful, Souma learns that the sword he wields is called a ""shinbuki"", or true weapon. Stronger than any steel blade, a shinbuki is created by channeling inner energy into your surroundings and materializing it into a weapon. Normally, learning to wield these supernatural weapons takes years of training under a master. However, a coveted few like Souma are born with the ability to wield shinbuki at birth, and master its use at a startling rate. These rare prodigies are called ""Tensaiji"".Hunted by a mysterious organization intent on eliminating him before he can become a threat, Souma has little choice but to accept his benefactor's offer of free admission into the Miyazaki School.Note : This manga read from Left to Right",Asamiya
manga-po952923,Akuma No Kagi To Shoujo No Raison D'etre,/mangaimage/manga-po952923.jpg,Chapter 3,4.5,/manga/manga-po952923,"One day, Natsuto found a loli near his house and it turns out she's a Holy Loli that is in a mission to eradicate the demons that escape from the Chaos Realms and as well as find the Key that can summon demons.Source: (Kisu KMS)",Uguisu Kagura
manga-ka988235,Dragon Tofu,/mangaimage/manga-ka988235.jpg,Chapter 38: Ninjas Vs Samurais Part 4,4.18,/manga/manga-ka988235,"Toshiki and Kazu Fujiwara are brothers who live an ordinary life in an ordinary world working as insurance salesmen. While Toshiki is content with this salaryman life, Kazu strives to be part of a Guild: a registered group of individuals who hunt artifacts and capture criminals. After finishing up a quest, they begin to unravel the truth: that everything is not as normal as it once seemed.Author's InstagramAuthor's TwitterAuthor's Pixiv",Ryan Watanabe
manga-yv975804,Gray (Lujun Kazekaoru),/mangaimage/manga-yv975804.jpg,Chapter 1,4.6,/manga/manga-yv975804,The light shines in the darkness and the darkness did not overcome it.,Lujun Kazekaoru
manga-do954323,Ninja Slayer Setsu,/mangaimage/manga-do954323.jpg,Chapter 1 : Read Online,5.0,/manga/manga-do954323,"Ninja... Ninja were... merciless demi-gods, ruling Japan with their karate in the age of ninja tranquility. But, some committed a forbidden form of hara-kiri storing their souls at Kinkaku Temple for future resurrection. Their lost history was falsified and concealed and the truth about these ninja was long forgotten. Now, in the future where the universalization of cynbernetic technology and electronic networks are God, suddenly, sinister ninja souls, resurrected from thousands of years past are unleashed on the dark shadows of Neo-Saitama. Fujikido Kenji, is a salaryman whose wife and child were killed in a ninja turf war. In a brush with his own death, Fujikido is possessed by an enigmatic ninja soul. Fujikido cheats death and becomes Ninja Slayer. A Grim Reaper destined to kill evil ninja, committed to a personal war of vengeance. Set in the dystopian underworld of Neo-Saitama, Ninja Slayer takes on Soukai Syndicate ninjas in mortal combat.Onther manga:",Bradley Bond
manga-rc995137,Qyootie Q -Qilin Girl's Courtship-,/mangaimage/manga-rc995137.jpg,Chapter 2,4.54,/manga/manga-rc995137,"Kuchiba, a good looking girl feared for her fiery personality, decides that she's not going to get into any more fights now that she's a high school student.However, on her very first day of school, she gets caught up in a scrap with a girl named Qisha, one of the ""werefolk"", who considers her an enemy because of a misunderstanding. Werefolk are a rare type of demihuman, with only 30,000 living in Japan, and Qisha has heard that Kuchiba has been busy bullying them.Because of that, she challenges Kuchiba to a duel, but...",Shio Butter
manga-ig986341,The Actress: Sweet Sponsor’S Seduction,/mangaimage/manga-ig986341.jpg,Chapter 47,4.12,/manga/manga-ig986341,"Ha-young’s Daddy Long Legs, Gong Ji-hoon. Korea’s top celebrity Gong Ian. Ha-young, who came to Seoul in pursuit of her dream, agrees to live with the two brothers under the same roof until she makes it as an actress…",최경아/mr Blue
manga-do980449,Pernathoris,/mangaimage/manga-do980449.jpg,Vol.1 Chapter 2: The Story,4.83,/manga/manga-do980449,A nameless one is searching for his destiny. His fate.But finds nothing but visions of the future and past.What's the point of writing a book if you have no name?,Thanos Kyratzis
manga-qh967390,War Angels,/mangaimage/manga-qh967390.jpg,Vol.1 Chapter 6,4.57,/manga/manga-qh967390,"Almost five hundred years from now, life on Earth struggles to survive in the aftermath of an apocalyptic war. Beasterians, scientifically created human/animal mutants designed to be strong, disposable soldiers, are now the masters of the remaining humans. Humanity’s one hope is the birth of a savior who will lead them out of the darkness. Before that time can come, however, three angels, all superb warriors, must fight to save the life of the Holy Mother.",Kim Jae-Hwan
manga-gf983940,Deku & Bakugo: Rising,/mangaimage/manga-gf983940.jpg,Chapter 2,4.72,/manga/manga-gf983940,"A special 2-parter spin-off of My Hero Academia focusing on Deku and Bakugo during their second year in middle school that will act as tie-in to Heroes: Rising. Written and illustrated by Yoco Akiyama, author of the Melissa Shield one-shot titled ""Kitto Daremo ga Dareka no Hero"" (Everyone is Surely Someone's Hero) and the Watashi no Hero Academia 4-koma spin-off and fully supervised by Kohei Horikoshi, author of the original series.",Yoco Akiyama
manga-sg995989,"Although I Obtained A Rare Profession, I’M Being Hunt Down By The Whole Server?",/mangaimage/manga-sg995989.jpg,Chapter 24,4.35,/manga/manga-sg995989,"[The reputation value reaches -100, Reputation level: villain. All attributes increase prestige value*-10%] [Prestige value reaches -1000, prestige level: terrifying. All skill level +10, CD reduced by 90%] [Reputation value reaches -10000, prestige level: Notorious. ? ? ? ] Gradually when Yuan Ye came back to his senses, he found that he had become the",Boom工作室
manga-os991475,"Yowaki Max Reijou Nanoni, Ratsuwan Konyakusha-Sama No Kake Ni Notte Shimatta",/mangaimage/manga-os991475.jpg,Chapter 22,4.77,/manga/manga-os991475,"Reincarnated as a mob villainess! But isn’t there something off about this situation?!I was reincarnated into an otome game as a count’s villainous daughter, Pia. But fearing my fate of banishment from the kingdom, I became extremely timid. After the annulment of my engagement and becoming a curator, the Prime Minister’s son steps forth and I’m thrown into an unexpected plot twist…?!",Oda Hiro
manga-fb983310,"I Was Reincarnated, And Now I'm A Maid!",/mangaimage/manga-fb983310.jpg,Chapter 89,4.74,/manga/manga-fb983310,"Yulia is reincarnated in a world set before the start of an otome game. She started working as a maid in the castle, but she is serving the princess who appears as a villain in the game! ""I won't let this cute princess become a villain!"" Rumored as a tough, impregnable maid, she herself will make sure to show the princess happiness! She will use her knowledge of her previous life and the life of magic to change the future of the game is what she thought, but for some reason, a knight who showed interest in her appears! Not taking falling in love into consideration, follow this talented maid through her fantasy!",Tanaka Tetete
manga-ii986243,"It Seems My Lady Is The Villainess With Only A Bad End, So I'm Thinking Of Saving Her",/mangaimage/manga-ii986243.jpg,Chapter 12,4.55,/manga/manga-ii986243,"I'm a character in an otome game?!I'm Vincent, the butler of the Count's daughter. One day, I suddenly remembered that this world is one of an otome game that I played in my previous life. Furthermore, I remembered that the lady I adore will die a violent death as the villainess! Huh? Don't mess with me! I'll destroy my lady's destruction flag!! As her loving butler (and a capture target), I'll do everything I can to help my lady avoid her bad end.This is an intense isekai reincarnation comedy!",Komori Kiri
manga-su951803,Boku Girl,/mangaimage/manga-su951803.jpg,Chapter 107.5 : Bonus: My Lunch-Box,4.78,/manga/manga-su951803,"Mizuki gets confessed to by a boy in front of a special Mirror. Legend has it, that if you confess to someone you like in front of that mirror your wish comes true! There is a slight Problem in this Equation: Mizuki is just a very feminine looking boy. Also it seems that he caught the Attention of the Norse Trickster God Loki while glancing into the Mirror. Loki decides out of boredom to mess with Mizuki and turns him into a real Girl. Hijinks ensue...",Sugito Akira
manga-be956713,Sankarea,/mangaimage/manga-be956713.jpg,Vol.11 Chapter 56.5: Extra: Sankarea If,4.74,/manga/manga-be956713,"Chihiro Furuya is a male high-school student having a keen fascination with zombies, collection zombie-associated videogames, movie and manga, and even to the idea of wanting to ""kiss a zombie girl"". After the departure of his pet cat, Babu, he tries to resurrect an old manuscript, which describes the procedure for making a potion for resurrection being used by it. Only at that time, he sees a girl named Rea Sanka, who has runaway at home. In a effort to commit suicide, she drinks an example of the ""resurrection"" potion that is made in the toxic Hydrangea macrophylla bloom, even though this fails to eliminate her. Following a disagreement with her dad, she dies and falls from a cliff by accident. Nevertheless, as an effect of the potion, she becomes. The storyline follows the existence of Chihiro and his new 'zombie girl-friend'.",Hattori Mitsuru
manga-eb982084,King's Maker,/mangaimage/manga-eb982084.jpg,Chapter 129,4.16,/manga/manga-eb982084,"Wolfgang Goldenleonard, the 4th Prince of the kingdom, returns to the palace after years of living in hiding. He rejects everything about his new royal life, but is intrigued by the mysterious and dutiful Shin Soohyuk, a catamite of the King. As Wolfgang slowly opens up and learns the ways of the palace, Soohyuk begins to see something special about the wild, unkempt, and stubborn young prince. He might just be the one Soohyuk has been waiting for... the one who could light the flame of rebellion.",Haga
manga-rq995273,The Girls I Couldn't Date Before,/mangaimage/manga-rq995273.jpg,Chapter 42,3.79,/manga/manga-rq995273,"I, Min Hyun-chan, died lonely after being pushed over by women all my life. But the goddess of sympathy and ""pushovers,"" gives me a second chance! Will I be able to survive well in my restart in life,  where I can survive only by having sex with girl friends I know?",Hope
manga-uu997929,Remote Angel,/mangaimage/manga-uu997929.jpg,,4.0,/manga/manga-uu997929,"After a freak accident of an attempted assault, she wakes up in a different apocalyptic universe. Gifted with mysterious powers of an earth angel, she dies in unfortunate occurrences. She wakes up to relive that day again in a confused manner. Depending on her choices, they could change history. (Hint: the butterfly effect!)",Yennie Fer
manga-xq1000573,This Marriage Is So Sweet,/mangaimage/manga-xq1000573.jpg,Chapter 6,4.82,/manga/manga-xq1000573,"In a family alliance, Yan Shiqi got married to Qin Baiyu, the conservative fourth Master of the Qin family. Yan Shiqi originally thought that she would become a victim of a business marriage, but she didn’t expect… After the marriage, the conservative Fourth Master changed his reserved attitude and started showing affection and openly pampered his wife from time to time?!",漫西
manga-xl1001194,The Male Lead's Boyfriend Is Obsessed With Me,/mangaimage/manga-xl1001194.jpg,Chapter 6,4.53,/manga/manga-xl1001194,"I was transmigrated into a a dark and melodramatic BL novel.Moreover, I became the villainess who was madly in love with the obsessive male lead, the boss of Baekcheon, and died in the first encounter with the main characters!I thought about changing their love story, which ended with the death of my favourite schemer, into a happy ending!""Let's go together, to my hell.""What? Did my favourite character just kidnap me?""I like you,”'“but this is too much.”To ensure that the story unfolded just like it did the novel, I tried to seduce my favourite character just enough that he would hesitate to kill me.""Why do you like me?""But something feels off.""Just try running away. That’s if you can, Princess.""""I’ve got my eyes on you right now, I'll go crazy if you do.""The male lead's boyfriend has started obsessing over me.""Please, Yeonbyeol...""""Don’t abandon me...""So dangerous and dizzying, it's impossible to escape!",김이룬
manga-mf963762,"Lovers, Souls",/mangaimage/manga-mf963762.jpg,Vol.1 Chapter 5,4.88,/manga/manga-mf963762,"Summary refers to the Ohzora Shuppan re-print, 2007:1. Lovers and SoulsShinomiya is a beautiful college art student who lacks the morals common to most people. After agreeing to be a nude model for Matsuoka, a photography student, he also agrees to sleep with him for money even though he is straight. However, what started as a small taste of the forbidden soon spirals out of control when Shinomiya begins selling his body to other guys as a prostitute in a male brothel. Can Matsuoka save Shinomiya from himself?2. VanityAfter the events of Lovers and Souls, Tooru is still deeply heartbroken. Trying to find solace in Hikaru, Tooru challenges the terms of their friendship. But can he handle the consequences?3. Sleeping BeautyMatsuoka sees Tooru for the first time.4. A Moon in Name OnlyIn their last year of high school, Akihiko Nozaki admits to his best friend Kai that he's gay. Kai is stunned but it doesn't change their friendship, but Kai's curiosity is aroused and he begins to see Nozaki differently.5. The Name of that SkySequel to ""A Moon in Name Only"", told more from Nozaki's point of view. Nozaki isn't sure whether to trust that his relationship with Kai will last, since he's even been dumped by gay men before. What's to keep a guy who wasn't even gay from breaking up with him?",Miyamoto Kano
manga-pk992967,Hatsujou Virus,/mangaimage/manga-pk992967.jpg,Vol.1 Chapter 2,4.44,/manga/manga-pk992967,"Tatsumi, a lab technician, is severely haphephobic. After accidentally contracting an experimental virus, however, he finds himself craving touch... Particularly the touch of the man responsible for the incident, whom he's quarantined inside the laboratory with. From a relationship that started merely for the sake of sexual gratification during a moment of insanity and uncertainty, can love truly blossom?(Edited from a synopsis by Dark Black Fansub)",Tennouji Mio
manga-xm1001247,An Angel's Love At First Sight,/mangaimage/manga-xm1001247.jpg,Vol.1 Chapter 8,4.57,/manga/manga-xm1001247,A story about how an angel stops someone from committing suicide.,Hamita
manga-ib985758,Destined Pair? I Disagree!,/mangaimage/manga-ib985758.jpg,Chapter 7,4.11,/manga/manga-ib985758,"She was the queen of a nation and loved by God, but she turned down god’s love and gave freedom to the people. On the day of her speech, she got betrayed and assassinated. she then was cursed after her reincarnation and must find true love before her birthday, will she be able to find true love before it’s too late?",Lu Ma
manga-ks988327,Hetakuso Love Step,/mangaimage/manga-ks988327.jpg,Chapter 7 : [End],4.62,/manga/manga-ks988327,"Spring: the second year of university. A time when a student should be able to enjoy their freedom and youth. Even though Kotarou has no friends and no girlfriend, he enjoys his calm life.However, because his beautiful childhood friend Miyako was being pursued by the university playboy Yoshino Aoi, Kotarou was forced to pretend to be her boyfriend.Kotarou thought that he was able to fool Yoshino, but he was easily caught. ""I've given up on her, so I want to get along with you now.""Yoshino then takes Kotarou to the bathroom to teach him some things...",Yoriko
